id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8801413,Tranquil West bedroom,44869724,Jennifer,,Renfrew-Collingwood,49.25875,-123.0546,Private room,56,3,28,2019-08-21,0.68,3,277
8802669,"Welcoming, luxurious guest room - near skytrain",18699423,Serena,,Renfrew-Collingwood,49.23944,-123.05223,Private room,60,3,102,2019-09-07,2.20,1,155
8829889,4time Vancouver superhost 2,40743512,Az,,Renfrew-Collingwood,49.25305,-123.03641,Private room,29,30,34,2019-07-01,0.93,7,171
8868498,Mount Pleasant Makespace,205273,Thyrza,,Mount Pleasant,49.26268,-123.09116,Entire home/apt,150,2,60,2019-09-03,1.47,1,74
8871507,Vancouver with central access to all areas.,25048648,Ben,,Hastings-Sunrise,49.2797,-123.03825,Private room,90,1,80,2019-09-08,2.06,2,355
8877654,City Centre Heritage House Parkside,17219914,Kathryn,,Downtown Eastside,49.27822,-123.08758,Hotel room,69,1,433,2019-08-24,9.18,2,305
8900687,Trendy apt in trendy neighborhood,4204424,Bryce,,Downtown Eastside,49.28064,-123.09986,Entire home/apt,79,90,5,2017-11-19,0.13,1,320
8907941,Top of Vancouver Penthouse View 2BR,18429450,Kevin,,Downtown,49.27983,-123.11582,Entire home/apt,475,3,108,2019-08-05,2.28,1,326
8935357,Quiet Garden Retreat on Main Street,46473646,Mary,,Sunset,49.21922,-123.10321,Entire home/apt,105,30,22,2018-08-18,0.54,1,0
8941830,STUDIO English Bay. Great Location! Free Parking!,14988946,Alex,,West End,49.2825,-123.13523,Entire home/apt,60,30,170,2018-09-17,3.68,1,131
9014534,BEAUTIFUL SHAUNGHNESSY MANSION,4042017,Balfour,,Shaughnessy,49.2526,-123.12973,Private room,140,5,17,2018-10-21,0.46,2,6
9016662,New furnished room in Spain house !(Female only),47080508,高文,,Hastings-Sunrise,49.27412,-123.05143,Private room,68,186,0,,,2,364
9046022,Downtown Living -  2 Bedroom with Parking (E2),23977001,Emma,,Downtown,49.28068,-123.12335,Entire home/apt,140,30,28,2019-08-31,0.69,10,79
9074376,4 Bedroom House in central Vancouver,28017156,Juliette,,Kensington-Cedar Cottage,49.24699,-123.08125,Entire home/apt,275,4,2,2018-09-02,0.08,1,0
9079026,Strathcona Home,3710059,Andreas,,Downtown Eastside,49.27706,-123.09137,Entire home/apt,240,5,0,,,3,2
9093233,City Centre Quiet Heritage House,17219914,Kathryn,,Downtown Eastside,49.27724,-123.08839,Hotel room,69,1,394,2019-08-31,8.34,2,330
9188482,Kitsilano off Broadway,3842332,Lynn,,Kitsilano,49.26281,-123.17485,Entire home/apt,249,31,96,2018-08-29,2.11,4,0
9189054,Kitsilano off Broadway Rooftop,3842332,Lynn,,Kitsilano,49.26421,-123.17468,Entire home/apt,101,31,111,2018-08-09,2.40,4,44
9198515,The Entire 3 Bedroom House Minutes from Downtown,16746695,Teresa,,Mount Pleasant,49.26073,-123.09332,Entire home/apt,475,2,29,2019-09-10,0.85,1,0
9201061,A Super Cozy Bedroom House Unit,47789746,Ann W,,Victoria-Fraserview,49.21929,-123.07629,Entire home/apt,38,180,2,2017-05-27,0.07,1,89
9237061,Beach Apartment-Kitsilano Beach - 30 day+ !,4484250,Karen,,Kitsilano,49.27131,-123.16094,Entire home/apt,150,30,17,2018-06-25,0.42,8,88
9245019,"Heart of downtown,Cozy,Modern",9269498,Coleen,,Downtown,49.28041,-123.12563,Entire home/apt,180,2,164,2019-09-01,3.52,1,4
9259030,Private Comfort & Amazing Views,9093699,Mike & Steph,,Hastings-Sunrise,49.28936,-123.05186,Entire home/apt,74,2,293,2019-09-11,6.23,1,94
9282867,Yaletown Warehouse Loft,6015416,Jodie & Ulla,,Downtown,49.27471,-123.12344,Entire home/apt,105,30,15,2019-08-31,0.40,1,260
9310267,Trimble Beach Cottage Non Smoking 2 bikes apr-oct,48328313,Elizabeth,,West Point Grey,49.27041,-123.20502,Entire home/apt,121,2,232,2019-09-11,5.31,1,61
9315705,Kitsilano 1 bedroom 1.5 bath near the beach.,17432096,Jack,,Kitsilano,49.26736,-123.16642,Entire home/apt,211,1,4,2019-03-27,0.22,2,237
9317149,Clean & Bright Private Room D/T,7318504,Jennifer,,Downtown,49.27556,-123.124,Private room,81,31,78,2018-09-19,1.82,1,173
9318501,Private Home,48363102,James,,Riley Park,49.24638,-123.10358,Entire home/apt,400,4,8,2018-07-17,0.19,1,0
9319614,Female only - long term until December,48372635,Rosa,,Kensington-Cedar Cottage,49.2571,-123.07413,Private room,60,30,7,2018-08-21,0.49,1,0
9320461,Garden suite in the heart of Kitsilano!,45662818,Marnie,,Kitsilano,49.26765,-123.16754,Private room,79,3,16,2019-01-14,0.49,2,0
9348626,Minimalist Architecture Home with City Views- Walk to Beach,39477066,Brent,,Kitsilano,49.27176,-123.18465,Entire home/apt,1000,4,4,2019-08-06,0.16,1,207
9351082,"Spectacular Wall Centre Studio: Location, View,A/C",33447373,Masoud,,Downtown,49.2796,-123.12616,Hotel room,200,2,36,2019-01-05,0.79,2,45
9353411,"Beautiful. Modern. Clean and Cute.
Month to month",3435373,Elizabeth,,Marpole,49.2091,-123.14113,Entire home/apt,91,30,2,2016-07-23,0.05,3,96
9412608,Kitsilano beach! Quick & easy bus to UBC/downtown,11156615,Tyler,,Kitsilano,49.26939,-123.1583,Private room,121,30,26,2017-12-13,0.56,3,228
9463446,Cozy 1 bdr studio with kitchen,1323325,Julie,,Renfrew-Collingwood,49.26141,-123.05599,Entire home/apt,85,2,137,2019-08-20,2.95,1,311
9466070,Trendy Westside Gem Close to Beach,29412479,Leslie-Ann And Suzanne,,Kitsilano,49.26895,-123.15227,Entire home/apt,233,30,19,2019-08-31,0.42,6,329
9490187,Bright Urban Retreat,16623975,Kayla,,West End,49.28163,-123.1256,Entire home/apt,143,90,4,2016-07-31,0.09,1,0
9515378,Stylish 1BR and Den with City View,406594,Dawn,,Downtown,49.27749,-123.11714,Entire home/apt,101,30,12,2018-09-13,0.43,4,245
9515931,"Modern, new laneway house.",9723161,Marina,,Hastings-Sunrise,49.26421,-123.05303,Entire home/apt,144,3,57,2019-08-25,1.26,1,0
9526461,#7 Great Room steps to beach!  30 day min stay.,31685027,Claude,,Kitsilano,49.27118,-123.15801,Private room,37,30,22,2019-07-28,0.50,13,319
9533778,2 Bedrm Main near Commercial Drive,26186733,Nicola,,Grandview-Woodland,49.27808,-123.06231,Entire home/apt,115,2,36,2019-08-12,0.85,1,0
9551615,"One bedroom, private washroom, near Joyce Skytrain",49443792,Henrik,,Renfrew-Collingwood,49.23337,-123.02967,Entire home/apt,75,30,13,2018-10-27,0.34,1,106
9566479,Modern Mount Pleasant Apartment,19992509,Caitlin,,Mount Pleasant,49.26444,-123.10035,Entire home/apt,160,2,25,2019-08-18,0.55,1,83
9597706,Modern and Cozy Loft in Downtown,49675003,Ana Maria,,Downtown,49.27847,-123.12289,Entire home/apt,175,1,71,2019-09-13,1.57,1,84
9615787,AMAZING 1 BED APT WITH PARKING,15611109,Betty,,Downtown,49.27766,-123.11936,Entire home/apt,115,30,186,2019-08-31,4.10,1,58
9650827,Private Room in shared townhouse,8736790,Michael,,West End,49.29009,-123.1378,Private room,101,2,98,2019-09-09,2.30,2,31
9683779,PROMO Fully furnished 2BR w/PARKING! 30 nights min,29711345,Bruce,,Marpole,49.2099,-123.14201,Entire home/apt,128,30,56,2019-07-08,1.23,4,150
9684270,Luxury 2BR+2BH FURNISHED APT W/AC 30 nights min,29711345,Bruce,,Marpole,49.21076,-123.1406,Entire home/apt,130,30,52,2019-06-19,1.14,4,107
9700554,Gastown/Railtown Loft in Vancouver,4770709,James & Leanne,,Strathcona,49.28576,-123.09704,Entire home/apt,110,30,116,2019-05-31,2.66,1,185
9706793,"New Luxury Home on ""The Drive""",31827499,Robin,,Grandview-Woodland,49.27111,-123.0652,Entire home/apt,313,3,44,2019-08-20,1.04,1,229
9729113,Private Modern 2 BR Condo,16022248,Skyler,,Kensington-Cedar Cottage,49.25442,-123.08985,Entire home/apt,200,1,2,2019-08-04,0.59,3,1
9761282,You will love Kitsilano!,7505765,Aurora,,Kitsilano,49.26416,-123.1739,Private room,60,3,1,2016-10-24,0.03,1,258
9779426,Convenient Monthly Downtown Private Bedroom&Bath,50415828,Li,,Downtown,49.27577,-123.12523,Private room,42,60,27,2019-08-26,0.66,3,121
9799596,Elegant 2 Bed/2 Bath Condo w/Parking!,10355717,Thomas,,Downtown,49.28046,-123.10849,Entire home/apt,297,1,81,2019-08-08,1.76,4,327
9844712,The Panorama Suite - Waterfront and Mountain Views,2807094,Christoph,,Downtown,49.29022,-123.1248,Entire home/apt,195,30,1,2016-01-03,0.02,1,65
9885062,#1 Sngl Room ~ 87 steps to Kits Beach,31685027,Claude,,Kitsilano,49.27287,-123.15824,Private room,37,30,32,2019-01-25,0.74,13,350
9885726,#2 Daybed Steps to Beach ~ 30 day min stay,31685027,Claude,,Kitsilano,49.2712,-123.15983,Private room,37,30,14,2019-01-31,0.32,13,276
9886077,#8 Quiet Unit Steps To The Beach!  30 day min stay,31685027,Claude,,Kitsilano,49.27087,-123.15773,Private room,62,30,35,2017-12-15,0.81,13,365
9886100,#4 Ocean proximity unit/30 day or longer stays,31685027,Claude,,Kitsilano,49.27261,-123.15889,Private room,46,30,30,2019-05-31,0.69,13,305
9886166,#5 Private suite/minimum 30 night stay,31685027,Claude,,Kitsilano,49.27268,-123.15841,Private room,37,30,31,2019-08-03,0.71,13,277
9896993,"Amazing Executive Suite Downtown, Pool Gym Netflix",28984402,Monita And John,,Downtown,49.27861,-123.10794,Entire home/apt,70,2,77,2019-09-07,1.70,1,100
9901027,Private Room + Shared Bathrooms in Boutique Hotel,48804113,Brian,,Downtown,49.28385,-123.11252,Private room,98,1,66,2019-05-01,1.46,2,115
9901028,Sweet Suite Cambie Village,50918374,Reid And Julia,,Riley Park,49.25541,-123.11286,Entire home/apt,128,30,61,2019-09-01,1.34,1,45
9906043,#205 Extended Stay Vancouver,1311952,Zul,,Mount Pleasant,49.26372,-123.08687,Entire home/apt,78,30,7,2019-09-02,0.16,8,342
9906124,#305 Extended Stay Vancouver,1311952,Zul,,Mount Pleasant,49.2634,-123.08741,Entire home/apt,91,30,3,2019-08-31,0.21,8,318
9906170,#311 -Extended Stay Vancouver,1311952,Zul,,Mount Pleasant,49.26369,-123.08537,Entire home/apt,78,30,6,2019-05-31,0.44,8,342
9979381,"Bright, Lovely, Spacious, Central",48820525,Marc,,Mount Pleasant,49.25693,-123.09262,Entire home/apt,135,3,10,2019-01-17,0.22,2,0
9997055,Home away from home ...,51357200,Kam,,Downtown,49.27933,-123.10941,Entire home/apt,150,3,77,2019-09-14,3.23,1,134
10060002,Gorgeous Duplex in Kitsilano,16302280,Ginger,,Kitsilano,49.2593,-123.15626,Entire home/apt,195,3,1,2019-02-15,0.14,1,259
10089310,Private Room @ Bright Central Space,48820525,Marc,,Mount Pleasant,49.25792,-123.09371,Private room,53,1,100,2019-08-30,2.74,2,11
10116452,Trendy Apartment,6458182,Sahra,,Strathcona,49.26817,-123.09623,Entire home/apt,110,30,37,2019-09-11,1.34,1,52
10151493,Lg Executive SubPenthouse with oceanview,2021201,Sheri,,Downtown Eastside,49.28065,-123.1092,Entire home/apt,180,3,7,2019-06-09,0.18,2,22
10154874,Downtown Davie 1 bed condo 720sq/ft,10057959,Kris,,Downtown,49.27838,-123.12793,Entire home/apt,205,2,41,2019-02-11,1.09,1,0
10237037,Lovely Room in Vancouver Zone 1 + Breakfast,24157776,Marcella,,Renfrew-Collingwood,49.24022,-123.04301,Private room,65,30,27,2019-08-10,0.64,2,246
10248579,Cozy Private Studio Near The Drive,23464606,Prab,,Kensington-Cedar Cottage,49.2448,-123.0658,Entire home/apt,58,2,255,2019-09-06,5.77,2,31
10282876,Private Guestroom in Boutique Hotel,48804113,Brian,,Downtown,49.28272,-123.11368,Private room,83,1,128,2019-08-29,2.87,2,42
10338429,Beautiful Furnished Apt. in Van for 3 month Lease!,53204232,Hailey,,Mount Pleasant,49.25793,-123.08834,Entire home/apt,75,60,1,2016-07-05,0.03,1,0
10360526,Sweet spot in Hastings-Sunrise,2625666,Brielle,,Hastings-Sunrise,49.27978,-123.0522,Private room,45,1,117,2019-09-14,2.67,1,18
10472216,Vancouver great location,53967300,Carlos,,Kitsilano,49.2626,-123.15377,Entire home/apt,124,30,22,2019-07-07,0.50,3,87
10473928,"Private Room with Queen Bed, Vancouver,",52256151,Saras,,Killarney,49.23096,-123.02663,Private room,50,3,64,2019-08-08,1.45,2,14
10487713,Great Space in the East Village,13377254,Suli,,Hastings-Sunrise,49.27662,-123.04938,Entire home/apt,95,30,26,2019-07-10,0.66,1,253
10488937,Downtown 7th Floor Heaven,5378223,Chad,,West End,49.28459,-123.13179,Entire home/apt,98,90,2,2017-11-30,0.05,1,168
10523480,West end haven,5581249,Lisa,,West End,49.28685,-123.13535,Entire home/apt,99,3,159,2019-09-12,3.64,1,36
10541223,"Vancouver, Apartment Garden Level/Bsmt Suite",54357959,Paula,,South Cambie,49.25394,-123.11991,Entire home/apt,83,1,146,2019-09-15,3.67,1,36
10553039,Heart of Kitsilano —6 block stroll to the Beach,9895652,Catherine,,Kitsilano,49.26642,-123.16788,Entire home/apt,319,3,27,2019-09-03,0.69,1,23
10566812,YALETOWN LIVING AT ITS FINEST,53624500,Marco,,Downtown,49.27461,-123.12218,Entire home/apt,105,2,80,2019-09-08,1.91,1,88
10569044,On The Waterfront-Quiet Kits Retreat-Park Setting!,11241353,Devorah,,Kitsilano,49.27051,-123.17734,Entire home/apt,275,4,41,2019-09-15,1.00,2,232
10569670,Modern Yaletown Condo,32600170,Ben & Bex,,Downtown,49.27564,-123.1277,Entire home/apt,150,3,62,2019-08-30,1.84,1,330
10598712,New 1200sqft Spacious Central Netflix Pool Aircon,8763079,Sandy And Connor,,West End,49.28371,-123.12292,Entire home/apt,701,4,48,2019-06-12,1.16,1,294
10598772,NEW EXECUTIVE BASEMENT SUITE WITH PRIVATE ENTRANCE,29221250,Larry,,Marpole,49.20773,-123.14482,Entire home/apt,91,5,52,2019-08-30,1.24,1,351
10612995,Bright corner suite loft.,5970582,Megan,,Fairview,49.26516,-123.14034,Entire home/apt,200,7,22,2019-07-21,0.56,1,21
10618317,Willow Tree Fort,36640532,Ned & Anita,,Kensington-Cedar Cottage,49.24414,-123.07232,Entire home/apt,79,3,3,2018-10-01,0.15,1,0
10619890,Garden Suite Character House,555339,Kyle,,Grandview-Woodland,49.27212,-123.06452,Entire home/apt,102,3,137,2019-09-16,3.07,2,85
10619943,"Skylight, Private Room & 1/2 bath Commercial Drive",555339,Kyle,,Grandview-Woodland,49.27208,-123.06558,Private room,75,2,33,2019-09-13,0.78,2,80
10635795,Penthouse 3br 2bth Pool by BC Place,54907938,Miguel,,Downtown,49.28097,-123.10887,Entire home/apt,600,30,18,2019-08-23,0.40,1,240
10654479,On The Waterfront in Kitsilano -City & OceanViews!,11241353,Devorah,,Kitsilano,49.2705,-123.17758,Entire home/apt,324,5,43,2019-09-14,1.12,2,130
10722665,Kitsilano Townhouse,24710526,John,,Kitsilano,49.26884,-123.1472,Entire home/apt,200,30,36,2019-08-02,0.85,1,294
10790835,Mid-Century Main Street Escape,214986,Ardene,,Mount Pleasant,49.26477,-123.0889,Entire home/apt,101,2,22,2019-08-25,0.50,3,3
10811008,Licensed Hotel: Boutique Suites + Housekeeping,2693243,John,,Downtown,49.28538,-123.11767,Hotel room,160,3,25,2019-07-15,0.58,4,173
10837935,"Huge, Modern Loft in the Heart of the City",56127579,Ina,,Downtown,49.27867,-123.12192,Entire home/apt,499,1,315,2019-09-11,7.38,1,278
10851958,Westside Character Home,18103016,Nicola,,Dunbar Southlands,49.24731,-123.17147,Entire home/apt,495,3,31,2019-09-13,0.77,1,301
10878270,BEST LOCATION! ENTIRE HOME with AC,56359094,Jessy,,Downtown,49.28038,-123.12503,Entire home/apt,87,2,191,2019-09-02,4.34,1,23
10908114,Olympic Village - new & tasteful - Gorgeous views!,6856599,Shaina,,Mount Pleasant,49.27252,-123.10109,Private room,128,4,36,2019-06-22,1.29,1,78
10924322,Modern Open-Concept Space,54258070,Ken,,Downtown Eastside,49.28171,-123.10604,Entire home/apt,180,3,64,2019-09-02,1.49,1,19
10929677,Tranquility in the Heart of Downtown,56662845,Kenji,,Downtown,49.27929,-123.12559,Entire home/apt,150,28,200,2019-08-31,4.58,1,33
10946286,Very Vancouver! Main St. Apartment,9073956,Sylvia,,Downtown Eastside,49.27839,-123.10022,Entire home/apt,135,32,41,2016-09-08,0.97,1,0
10948140,Ultra Modern Loft in Gastown,56524149,Rolande,,Downtown Eastside,49.28362,-123.1044,Entire home/apt,185,3,28,2019-08-05,0.69,1,70
10962867,"Bright, open space nestled in the west end",5695315,Matt & Rachel,,West End,49.28681,-123.13577,Entire home/apt,175,2,13,2019-09-06,0.32,1,5
10964894,GREAT 1 BDRM in DOWNTOWN,56878312,Dani & Bob,,Downtown,49.27648,-123.12491,Entire home/apt,135,30,27,2019-02-04,0.66,1,196
10992078,Cozy Modern 2BR Suite Near UBC,37451224,Karen,,Dunbar Southlands,49.25341,-123.17778,Entire home/apt,121,2,142,2019-09-02,3.26,2,312
11004032,Luxurious suite  in Vancouver’s tallest building!,56755116,Hospitality,,West End,49.28538,-123.12412,Hotel room,260,1,134,2019-08-25,3.07,1,341
11046020,Water View luxuries Yaletown apartment,14062845,Comfy Home,,Downtown,49.2813,-123.11908,Entire home/apt,375,7,0,,,2,20
11086382,2 Bdrm Kits Condo with Views,29412479,Leslie-Ann And Suzanne,,Kitsilano,49.26705,-123.15377,Entire home/apt,233,30,18,2019-08-31,0.42,6,296
11102652,Modern Olympic Village walk-up,5775298,Rich,,Mount Pleasant,49.27078,-123.10193,Entire home/apt,150,365,32,2018-08-21,0.76,1,364
11107913,"MODERN, BRIGHT, CLEAN 2 BDRM SUITE",7803388,Ryan,,Kensington-Cedar Cottage,49.24463,-123.09019,Entire home/apt,175,3,74,2019-08-20,1.70,1,92
11123681,Beautiful Quiet English Heritage Vacation Home,6203239,Darrell,,Dunbar Southlands,49.23543,-123.18626,Entire home/apt,301,4,4,2019-08-07,0.16,1,258
11203049,Townhouse Guest Room & Bath | Near Downtown,16713896,Christopher,,Fairview,49.26032,-123.12052,Private room,75,3,109,2019-09-12,2.50,1,23
11207279,"Bright, Relaxed Apartment Overlooking Stanley Park",5154126,Connie,,West End,49.29229,-123.13624,Entire home/apt,119,30,65,2019-08-10,1.51,2,70
11228273,Stunning 2bd right in the action,8374150,Jay,,Downtown,49.27962,-123.10661,Entire home/apt,128,30,128,2019-07-28,2.94,2,62
11230131,Moberly Park Getaway - Near Skytrain & Buses!,20672920,Jennifer,,Sunset,49.21672,-123.08975,Entire home/apt,170,2,37,2019-09-03,0.92,1,91
11242550,Single bedroom with private access,34594484,Michelle,,Renfrew-Collingwood,49.25487,-123.03369,Private room,45,30,34,2019-07-31,0.90,2,226
11257559,SPACIOUS 2 BEDROOM AT UNBEATABLE LOCATION!!,8521181,Reza,,Downtown,49.27572,-123.117,Entire home/apt,113,90,1,2017-09-04,0.04,1,179
11261229,The Patio Suite @ Grandview House,21294269,Robert,,Grandview-Woodland,49.27247,-123.07137,Entire home/apt,175,7,78,2019-08-31,1.85,3,320
11295563,Work or Play?  Book Kits Today!,22767800,James,,Kitsilano,49.26852,-123.16401,Entire home/apt,139,1,298,2019-08-31,7.16,1,58
11305898,Clean Two Bedroom Suite -10 min from DT Van,59106857,Pepe,,Hastings-Sunrise,49.27144,-123.05007,Entire home/apt,90,3,28,2019-09-06,1.02,1,123
11317795,#22 Suite by BEACH can't be beat!  30 day min stay,31685027,Claude,,Kitsilano,49.27233,-123.15986,Private room,37,30,24,2019-07-31,0.56,13,292
11338565,125 Furnished 1 Bedroom Westside,600607,Bruce,,Fairview,49.26706,-123.13887,Entire home/apt,99,30,0,,,48,0
11355778,Cute East Van Garden Suite,2777263,Tami,,Grandview-Woodland,49.27219,-123.06629,Entire home/apt,75,3,31,2019-09-04,0.75,1,48
11361362,Charming cottage in awesome area,2431760,Charlie,,Kensington-Cedar Cottage,49.25789,-123.07012,Entire home/apt,200,5,18,2019-09-15,0.47,1,0
11372212,Private bedroom in spacious home,7657825,Lidia,,Killarney,49.2144,-123.0252,Private room,68,3,15,2018-12-15,0.36,2,184
11378706,Kitsilano Heritage House,38522611,Abigail And Milton,,Kitsilano,49.26717,-123.16634,Entire home/apt,350,3,11,2018-07-28,0.28,1,0
11393844,"Comfy, Artsy, 3-Bed Downtown House (Semi-Detached)",14054756,Sean,,Downtown Eastside,49.27815,-123.08831,Entire home/apt,350,2,116,2019-09-02,2.92,1,336
11396241,The Flats on Georgia,57153336,Armand,,Downtown Eastside,49.27828,-123.10003,Entire home/apt,85,2,226,2019-09-07,5.26,2,80
11399724,Centrally-located character home,5835940,Natalia,,South Cambie,49.2565,-123.12034,Private room,124,1,41,2019-09-14,1.04,1,174
11401593,Modern 2 bedroom 1100 SF  in Kitsilano,9567509,Dee,,Kitsilano,49.25934,-123.1702,Entire home/apt,250,3,127,2019-09-08,3.05,1,315
11417632,#26 Private Unit~Steps to Kits Beach! Min. 30 day.,31685027,Claude,,Kitsilano,49.27284,-123.15895,Private room,37,30,22,2019-06-19,0.52,13,257
11424428,Unbeatable VIEWS! Newly Designed Condo w/Parking,60005882,Sandy,,Downtown,49.27977,-123.107,Entire home/apt,328,1,368,2019-09-11,8.57,3,216
11441600,Kitsilano Apartment by the Beach!,60126510,Tim,,Kitsilano,49.27505,-123.14923,Entire home/apt,130,30,53,2018-08-24,1.22,1,1
11454817,129 VIEW!!  2 Bedroom Furnished Harbourside Park,600607,Bruce,,Downtown,49.29046,-123.12615,Entire home/apt,128,32,3,2019-01-01,0.07,48,89
11456532,Beautiful suite 15 min. from down town Vancouver.,13356770,Johanna,,Riley Park,49.23419,-123.09672,Entire home/apt,150,30,31,2019-08-17,0.82,1,151
11472229,"CLEAN, MODERN KERRISDALE ONE BEDROOM SUITE",60361091,Rachelle,,Kerrisdale,49.22668,-123.15753,Entire home/apt,95,2,150,2019-09-13,3.78,1,56
11478198,KITSILANO WATERFRONT-BEACHSIDE . AMAZING SUNSETS,6686074,Blake,,Kitsilano,49.27197,-123.15441,Entire home/apt,140,180,0,,,1,208
11492321,Family-Friendly 3bdr Character Duplex Facing Park,16874462,Stephanie,,Grandview-Woodland,49.2737,-123.0696,Entire home/apt,321,2,12,2019-08-18,0.31,1,0
11511621,"#30 Ocean View, steps to BEACH!  Min 30 day stay.",31685027,Claude,,Kitsilano,49.27266,-123.15812,Private room,49,30,11,2019-05-27,0.27,13,291
11512985,Contemporary Coach House in the Heart of Vancouver,60671485,Vivian,,Riley Park,49.24919,-123.11056,Entire home/apt,155,4,78,2019-08-23,1.86,1,134
11531546,VGH UBC Executive Luxury Bright 1BR Apartment,6117410,Pamela,,Fairview,49.26097,-123.11724,Entire home/apt,95,30,29,2019-08-05,0.68,4,309
11534370,Designer's Apartment in Trendy Area,1421788,Sam,,Grandview-Woodland,49.28066,-123.06012,Entire home/apt,111,30,10,2017-03-16,0.25,1,0
11548616,A sweet little East Van suite,22893837,Am And John,,Hastings-Sunrise,49.28042,-123.04314,Entire home/apt,75,3,95,2019-07-10,2.37,1,73
11549700,Vancouver Home - A Large Queen Bedroom,60939105,Thanh,,Kensington-Cedar Cottage,49.24722,-123.06408,Private room,50,30,6,2019-08-10,0.15,1,278
11584605,City Center Modern One Bedroom,1103248,Courtney,,West End,49.28002,-123.13045,Entire home/apt,140,7,37,2019-04-05,0.86,1,204
11588321,Downtown Vancouver Robson Street,13642191,Jay,,Downtown,49.27743,-123.11593,Entire home/apt,189,2,14,2019-09-02,0.33,1,8
11589159,Unbelievable Downtown Luxury PH License # (Phone number hidden by Airbnb),52041965,Steve,,Downtown,49.28054,-123.10822,Entire home/apt,750,1,119,2019-09-01,2.82,1,321
11592162,2 Bedroom Suite near Commercial Dr.,19079579,Myriam,,Grandview-Woodland,49.27689,-123.0595,Entire home/apt,160,1,139,2019-09-01,3.38,1,268
11624015,Modern new home in the heart of Van,51695,Natasha & Paolo,,Riley Park,49.24789,-123.09152,Entire home/apt,795,3,18,2019-08-17,0.47,2,186
11638140,"Beautiful, bright & sunny  3BR in Posh Kitsilano",55967577,Mirriam,,Kitsilano,49.27016,-123.17465,Entire home/apt,380,3,76,2019-09-14,1.92,1,256
11656423,"Great location,new clean appt",61851001,Taryn,,Mount Pleasant,49.2644,-123.09918,Private room,101,1,43,2019-09-01,1.07,2,290
11656829,Bright Modern room queen bed,61851001,Taryn,,Mount Pleasant,49.2651,-123.10038,Private room,124,1,53,2019-08-27,1.36,2,293
11658351,Walk to the beach and the City,43991868,Chris,,Kitsilano,49.27643,-123.1495,Entire home/apt,117,30,36,2019-09-01,0.86,1,343
11672441,PERFECTION IN THE HEART OF DOWNTOWN,61023798,E & J,,Downtown,49.28121,-123.11955,Entire home/apt,70,2,57,2019-09-05,1.37,2,2
11677580,Walk Everywhere! Sunny 1Br Downtown Vancouver,9131668,Michèle,,Downtown,49.27915,-123.12332,Entire home/apt,162,3,93,2019-09-02,2.18,1,1
11677752,"Live in a sunny, gorgeous laneway house",62021356,Anneke,,Sunset,49.22848,-123.10016,Entire home/apt,110,7,13,2019-06-27,0.32,1,18
11681056,Spacious 2 bed in desired kits!,14046955,Nicole,,Kitsilano,49.26484,-123.14637,Entire home/apt,200,2,9,2018-12-29,0.23,2,0
11697096,Downtown Room+Free Parking+Gym&SwimmingPool&HotTub,62159536,Sarah,,Downtown,49.27852,-123.1095,Private room,29,1,65,2019-08-10,1.54,1,145
11701669,Student bedroom close to Langara,12310952,Cléo & Carl,,Marpole,49.21379,-123.11338,Private room,34,30,21,2018-12-10,0.50,9,92
11722747,VGH UBC Executive Bright Luxury Studio Apartment,6117410,Pamela,,Fairview,49.25862,-123.11678,Entire home/apt,90,30,34,2019-02-10,0.82,4,274
11723607,Room With a View + Parking,48589140,Michael,,Downtown,49.27755,-123.12856,Entire home/apt,124,1,91,2019-09-08,2.16,1,72
11734381,Master Bedroom with 1/2 Bath,12310952,Cléo & Carl,,Marpole,49.21289,-123.11107,Private room,44,30,33,2018-08-29,0.85,9,341
11754443,"Spacious, sunny renovated 1950s suite",62543120,Milovan,,West Point Grey,49.26424,-123.20327,Entire home/apt,168,30,2,2018-06-30,0.05,1,24
11757858,2BR Downtown Central Location w/ a View,29829342,Dennis,,Downtown,49.27892,-123.10812,Entire home/apt,225,2,233,2019-09-04,5.49,1,93
11775806,CC's Home,62351578,Li,,West Point Grey,49.26309,-123.21067,Private room,118,1,6,2019-09-09,1.15,2,89
11802386,Main Street Studio Retreat,48971,Scott And Shira,,Riley Park,49.24666,-123.10268,Entire home/apt,110,2,228,2019-09-11,5.37,1,33
11804380,In the heart of East Village A Loft,62870356,Maya,,Hastings-Sunrise,49.28037,-123.05381,Entire home/apt,121,30,13,2018-09-30,0.33,2,132
11851708,Main & King Garden Apartment,63122562,Tamara & Steve,,Riley Park,49.24875,-123.10395,Entire home/apt,144,1,85,2019-08-26,4.92,1,3
11868866,YALETOWN SKYLINE TOWNHOUSE W/ POOL AND PARKING,1340389,Susan,,Downtown,49.2778,-123.1204,Entire home/apt,400,2,112,2019-08-25,2.64,4,160
11906047,EYES ON KNIGHT-Spacious 2 B/R suite with Parking,54545860,Gaye,,Kensington-Cedar Cottage,49.25115,-123.07598,Entire home/apt,150,2,139,2019-09-05,3.29,1,295
11911136,Kitsilano Heritage Suite,21102911,Georgia,,Kitsilano,49.26794,-123.17133,Entire home/apt,139,31,7,2017-11-25,0.17,1,228
